OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species	Element
contig_1322	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1053	dark_matter sp. cat1053
contig_634	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Pelosinus	Pelosinus fermentans	Pelosinus fermentans A11 sp. cat2697
contig_1862	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	Firmicutes sp. cat1784	Firmicutes sp. cat1784
contig_663	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium sp.	Phascolarctobacterium sp. sp. cat2722
contig_1831	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1163	dark_matter sp. cat1163
contig_1948	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1859	not classified sp. cat1859
contig_1023	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	Bacteroidales sp. cat1024	Bacteroidales sp. cat1024
contig_1142	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1134	not classified sp. cat1134
contig_2114	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1225	dark_matter sp. cat1225
contig_2279	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933	Veillonella sp. CAG:933 sp. cat2144
contig_240	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. CAG:1092	Prevotella sp. CAG:1092 sp. cat2254
contig_2353	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Lubbockvirus	Lubbockvirus_undefined_species	Myoviridae sp. ctEXE491
contig_2148	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	Firmicutes sp. cat2031	Firmicutes sp. cat2031
contig_150	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctRbW553
contig_2413	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctFTT557
contig_734	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium sp.	Phascolarctobacterium sp. sp. cat2790
contig_941	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2978	not classified sp. cat2978
contig_389	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ct8MV776
contig_449	Bacteria	Bacteroidetes	not classified	not classified	not classified	not classified	Bacteroidetes sp. cat2529	Bacteroidetes sp. cat2529
contig_10	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae_undefined_genus_undefined_species	CrAss-like virus sp. ct6Cp1
contig_215	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctPOB272
contig_796	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	Bacteroidales sp. cat2846	Bacteroidales sp. cat2846
contig_1922	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Salasvirus	Salasvirus_undefined_species	Podoviridae sp. ctorV020
contig_1814	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1161	dark_matter sp. cat1161
contig_1953	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1189	dark_matter sp. cat1189
contig_468	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp. AF05-8-2	Collinsella sp. AF05-8-2 sp. cat2548
contig_2473	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_undefined_family	Thiomonas	Thiomonas sp. CB2	Thiomonas sp. CB2 sp. cat2331
contig_587	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Salasvirus	Salasvirus_undefined_species	Podoviridae sp. ctHUJ977
contig_1056	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Anamdongvirus	Lactobacillus virus LBR48	Myoviridae sp. ctir064
contig_1095	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1090	not classified sp. cat1090
contig_2024	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1929	not classified sp. cat1929
contig_1708	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat1639	Clostridiales sp. cat1639
contig_1116	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1018	dark_matter sp. cat1018
contig_751	Bacteria	Bacteria_undefined_phylum	Bacteria_undefined_phylum_undefined_class	Bacteria_undefined_phylum_undefined_class_undefined_order	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family_undefined_genus	uncultured bacterium	uncultured bacterium sp. cat2806
contig_351	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctH80741
contig_1943	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea longicatena	Dorea longicatena sp. cat1855
contig_86	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	Bacteroidales sp. cat2903	Bacteroidales sp. cat2903
contig_1483	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1445	not classified sp. cat1445
contig_2230	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1257	dark_matter sp. cat1257
contig_31	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	not classified	crAss-like viruses sp. cat2403	crAss-like viruses sp. cat2403
contig_204	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Chlamydiamicrovirus	Chlamydiamicrovirus_undefined_species	Microviridae sp. ctiN5151
contig_1222	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1036	dark_matter sp. cat1036
contig_2289	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1269	dark_matter sp. cat1269
contig_96	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Lightbulbvirus	Cellulophaga virus Cba172	Podoviridae sp. ctv8x378
contig_1005	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1007	not classified sp. cat1007
contig_795	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii sp. cat2845
contig_2196	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae_undefined_genus_undefined_species	Podoviridae sp. ctiKh323
contig_320	Bacteria	Bacteria_undefined_phylum	Bacteria_undefined_phylum_undefined_class	Bacteria_undefined_phylum_undefined_class_undefined_order	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family_undefined_genus	Parcubacteria group bacterium ADurb.Bin216	Parcubacteria group bacterium ADurb.Bin216 sp. cat2414
contig_1547	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. cat1505	Bacteroides sp. cat1505
contig_2356	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Lightbulbvirus	Cellulophaga virus Cba41	Podoviridae sp. ctu9P494
contig_100	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Lightbulbvirus	Cellulophaga virus Cba172	Podoviridae sp. ct5lM2
contig_79	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Lightbulbvirus	Cellulophaga virus Cba41	Podoviridae sp. ctnFh191
contig_1273	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat1256	Clostridiales sp. cat1256
contig_1562	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1518	not classified sp. cat1518
contig_2436	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2293	not classified sp. cat2293
contig_1860	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1168	dark_matter sp. cat1168
contig_1281	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae sp.	Microviridae sp. sp. cat1264
contig_2075	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctyz4190
contig_353	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	not classified	crAss-like viruses sp. cat2447	crAss-like viruses sp. cat2447
contig_650	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctkak043
contig_534	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_undefined_family	Flavobacteriales_undefined_family_undefined_genus	Flavobacteriales bacterium	Flavobacteriales bacterium sp. cat2609
contig_1331	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1054	dark_matter sp. cat1054
contig_612	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1323	dark_matter sp. cat1323
contig_1976	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat1885	Prevotella sp. cat1885
contig_1098	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ct0Nz110
contig_580	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2650	not classified sp. cat2650
contig_2163	Bacteria	Bacteria_undefined_phylum	Bacteria_undefined_phylum_undefined_class	Bacteria_undefined_phylum_undefined_class_undefined_order	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family_undefined_genus	uncultured bacterium	uncultured bacterium sp. cat2042
contig_514	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae_undefined_genus_undefined_species	CrAss-like virus sp. ctbv7903
contig_933	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1377	dark_matter sp. cat1377
contig_1466	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1086	dark_matter sp. cat1086
contig_2368	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Salasvirus	Salasvirus_undefined_species	Podoviridae sp. ct2cc507
contig_1669	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1606	not classified sp. cat1606
contig_595	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ct2ML985
contig_1099	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. cat1093	Parabacteroides sp. cat1093
contig_2426	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Tobamovirus_undefined_species	Virgaviridae sp. ctUV0571
